IBRA,lon,lat,sitetype,labcode,RCage,RCerr,RClo,RCup,occup,calc,material
Victoria Volcanic Plain,144.83,-37.73,midden,ANU-695,6660,110,6550,6770,U,0,charcoal and burnt earth
Victoria Volcanic Plain,144.83,-37.73,open site,NZ-1321,6759,102,6657,6861,Y,0,carbonate
Victoria Volcanic Plain,144.83,-37.73,open site,NZ-1326,6772,51,6721,6823,Y,0,bone carbonate
Victoria Volcanic Plain,144.83,-37.73,midden,ANU-652,6810,460,6350,7270,U,0,charcoal and burnt earth
Victoria Volcanic Plain,144.83,-37.73,burial,R-1742,7360,105,7255,7465,Y,0,carbonate
Victoria Volcanic Plain,144.83,-37.73,open site,NZ-1221,7716,72,7644,7788,Y,0,carbonate
Victoria Volcanic Plain,144.83,-37.73,hearth,W-169,8500,250,8250,8750,Y,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,burial,NZ-1327,12000,100,11900,12100,Y,0,human bone collagen
Victoria Volcanic Plain,144.83,-37.73,hearth,SUA-2215,13300,950,12400,14300,Y,1,charcoal
Victoria Volcanic Plain,144.83,-37.73,open site,ANU-735A,17400,1300,16100,18700,U,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,hearth,NZ-207,18000,500,17500,18500,Y,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,open site,ANU-734B,22860,1300,21560,24160,U,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,open site,ANU-735C,22860,1300,21560,24160,U,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,midden,ANU-81,24000,4500,18300,27300,Y,1,scattered charcoal
Victoria Volcanic Plain,144.83,-37.73,hearth,ANU-697,26030,1295,24840,27430,Y,1,charcoal
Victoria Volcanic Plain,144.83,-37.73,open site,ANU-734A,27450,1605,26000,29210,U,1,charcoal
Victoria Volcanic Plain,144.83,-37.73,midden,ANU-65,31600,1200,30300,32700,N,1,charcoal
Victoria Volcanic Plain,142.69,-37.78,earth mound,SUA-1921,1190,60,1130,1250,Y,0,charcoal
Victoria Volcanic Plain,142.69,-37.78,earth mound,SUA-672,1420,100,1320,1520,Y,0,charcoal
Victoria Volcanic Plain,142.69,-37.78,earth mound,SUA-1922,2040,70,1970,2110,Y,0,charcoal
Victoria Volcanic Plain,142.69,-37.78,earth mound,SUA-536,7440,145,7295,7585,U,0,charcoal
Victoria Volcanic Plain,142.69,-37.78,earth mound,Beta-118837,8600,80,8520,8680,U,0,charcoal
Victoria Volcanic Plain,142.88,-37.71,open site,SUA-1335,12480,560,11920,13040,Y,0,charcoal
Victoria Volcanic Plain,142.88,-37.71,open site,SUA-1456,580,70,510,650,Y,0,charcoal
Victoria Volcanic Plain,143.62,-38.28,open site,Beta-93554,2070,60,2010,2130,N,0,charcoal
Victoria Volcanic Plain,143.62,-38.28,open site (possible hearth),Beta-93555,6120,90,6030,6210,Y,0,charcoal
Victoria Volcanic Plain,143.17,-38.17,burial,NZ-3163,3615,307,3308,3922,Y,0,bone (extracted organic material)
Victoria Volcanic Plain,142.52,-38.39,midden,GaK-2857,2960,110,2850,3070,Y,0,marine shell
Victoria Volcanic Plain,143.98,-38.54,midden,SUA-1692,870,80,790,950,U,0,marine shell (Subinella undulata)
Victoria Volcanic Plain,144.83,-37.73,hearth,Gak-966,7700,140,7560,7840,Y,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,hearth,Gak-985,7710,150,7560,7860,Y,0,charcoal
Victoria Volcanic Plain,142.86,-37.44,burial,GaK-1059,1190,90,1100,1280,Y,0,human bone collagen
Victoria Volcanic Plain,143.26,-38.76,midden,GaK-9007,180,90,90,270,Y,0,charcoal
Victoria Volcanic Plain,143.26,-38.76,midden,GaK-9008,590,110,480,700,Y,0,charcoal
Victoria Volcanic Plain,143.26,-38.76,midden,GaK-9010,850,110,740,960,Y,0,charcoal
Victoria Volcanic Plain,143.26,-38.76,midden,Beta-1690,960,65,895,1025,Y,0,charcoal
Victoria Volcanic Plain,143.26,-38.76,midden,Gak-9011,1030,120,910,1150,Y,0,charcoal
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-604,205,35,170,240,Y,0,carbonised Eucalypt sp. 
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-605,260,30,230,290,Y,0,carbonised Eucalypt sp. 
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-758,300,40,260,340,Y,0,carbonised plant material
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-29098,397,30,367,427,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28881,624,31,593,655,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28882,665,31,634,696,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28885,687,30,657,717,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-29096,752,30,722,782,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28880,889,31,858,920,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28888,919,30,889,949,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-29097,1543,30,1513,1573,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,Wk-28883,4715,43,4672,4758,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-759,5095,50,5045,5145,Y,0,carbonised plant material
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-608,5820,40,5780,5860,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-760,5870,50,5820,5920,Y,0,carbonised wood
Victoria Volcanic Plain,141.82,-38.07,fish trap,OZL-609,8070,60,8010,8130,Y,0,carbonised wood
Victoria Volcanic Plain,145.11,-38.52,midden,Beta-7063,1470,60,1410,1530,Y,0,charcoal
Victoria Volcanic Plain,145.11,-38.52,midden,Beta-7064,1900,60,1840,1960,Y,0,charcoal
Victoria Volcanic Plain,142.52,-38.39,midden,SUA-1615,1000,200,800,1200,Y,0,marine shell
Victoria Volcanic Plain,142.52,-38.39,midden,SUA-2016,3900,50,3850,3950,Y,0,marine shell
Victoria Volcanic Plain,143.55,-38.85,midden,Beta-11891,270,60,210,330,U,0,charcoal
Victoria Volcanic Plain,143.55,-38.85,midden,Beta-11892,270,50,220,320,U,0,charcoal
Victoria Volcanic Plain,143.55,-38.85,midden,Beta-11893,500,70,430,570,U,0,charcoal
Victoria Volcanic Plain,143.55,-38.85,midden,Beta-11894,500,50,450,550,U,0,charcoal
Victoria Volcanic Plain,143.55,-38.85,midden,SUA-552,1420,130,1290,1550,Y,0,charcoal
Victoria Volcanic Plain,142.52,-38.39,midden,SUA-2018,3620,60,3560,3680,Y,0,charcoal
Victoria Volcanic Plain,142.52,-38.39,midden,SUA-675,4130,200,3930,4330,Y,0,charcoal
Victoria Volcanic Plain,142.52,-38.39,midden,SUA-674,840,98,742,938,Y,0,charcoal
Victoria Volcanic Plain,142.52,-38.39,midden,GaK-2856,7300,150,7150,7450,Y,0,marine shell
Victoria Volcanic Plain,144.66,-37.9,burial,SUA-1085,7290,145,7145,7435,Y,0,charcoal
Victorian Midlands,142.14,-36.94,earth mound,SUA-583,820,95,725,915,Y,0,charcoal
Victorian Midlands,142.86,-37.33,earth mound,ANU-4322,300,60,240,360,Y,0,charcoal
Victorian Midlands,142.86,-37.33,open site,ANU-4519,3020,310,2710,3330,U,0,charcoal
Victorian Midlands,142.86,-37.33,open site,ANU-3883,4990,260,4730,5250,U,0,charcoal
Warren,115.08,-34.19,open site,SUA-455,9220,135,9085,9355,Y,0,scattered charcoal
Warren,115.08,-34.19,open site,SUA-2445,11060,70,10990,11130,y,0,scattered charcoal
Warren,115.08,-34.19,open site,SUA-456,18400,540,17860,18940,Y,0,scattered charcoal
Warren,115,-34.04,midden,ARL-134,4310,110,4200,4420,Y,0,marine shell (Nerita shell)
Warren,116.78,-35.01,midden,SUA-1811,580,80,500,660,Y,0,marine shell (Patella laticostata)
Warren,115.07,-34.15,rockshelter,SUA-342,325,85,240,410,U,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-364,6490,145,6345,6635,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,O-654,8500,160,8340,8660,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-102,11960,140,11820,12100,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,O-658,12175,275,11900,12450,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-539,27700,700,27000,28400,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,GX-7255,30590,1820,29170,32810,Y,1,charcoal
Warren,115.07,-34.15,rockshelter,SUA-457,31400,1500,29900,32900,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-546,31800,1400,30400,33200,N,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-585,32480,1250,31230,33730,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-586,35160,1800,33360,36960,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-698,37750,2500,35250,40250,N,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-103,12050,140,11910,12190,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-320,12500,100,12400,12600,y,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-323,12950,110,12840,13060,y,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-321,13050,90,12960,13140,y,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-322,13300,120,13180,13420,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,AA-19695,13580,110,13470,13690,Y,0,emu eggshell
Warren,115.07,-34.15,rockshelter,GX-7249,13975,450,13525,14425,U,0,charcoal
Warren,115.07,-34.15,rockshelter,AA-19691,19840,75,19765,19915,y,0,emu eggshell
Warren,115.07,-34.15,rockshelter,SUA-977,21820,480,21340,22300,U,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-325,21850,210,21640,22060,,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-324,23050,250,22800,23300,,0,charcoal
Warren,115.07,-34.15,rockshelter,AA-19690,24930,335,24595,25265,y,0,emu eggshell
Warren,115.07,-34.15,rockshelter,AA-19689,25500,275,25225,25775,y,0,emu eggshell
Warren,115.07,-34.15,rockshelter,OZD-326,25900,300,25600,26200,,0,charcoal
Warren,115.07,-34.15,rockshelter,ANUA-10002,26590,360,26240,26960,Y,1,charcoal
Warren,115.07,-34.15,rockshelter,OZD-327,38800,1750,37050,40550,,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-331,40400,1900,38500,42300,N,0,charcoal
Warren,115.07,-34.15,rockshelter,OZD-330,40500,1750,38750,42250,,0,charcoal
Warren,115.07,-34.15,rockshelter,ANUA-11709,41460,1295,40270,42860,Y,1,charcoal
Warren,115.07,-34.15,rockshelter,OZD-329,41500,2000,39500,43500,,0,charcoal
Warren,115.07,-34.15,rockshelter,ANUA-11502,45570,1315,44360,46990,Y,1,charcoal
Warren,115.07,-34.15,rockshelter,ANUA-11512,46730,1955,45010,48920,Y,1,charcoal
Warren,115.07,-34.15,rockshelter,ANUA-11511,48130,2275,46170,50720,N,1,charcoal
Warren,115.07,-34.15,rockshelter,SUA-31,24600,800,23800,25400,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-32,20400,1000,19400,21400,U,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-33,19250,900,18350,20150,Y,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-34,17400,350,17050,17750,U,0,charcoal
Warren,115.07,-34.15,rockshelter,SUA-101,19000,250,18750,19250,Y,0,charcoal
Warren,114.98,-33.95,midden,SUA-1621,550,80,470,630,Y,0,marine shell (Patella laticostata)
Warren,114.98,-33.95,midden,Wk-1881,4250,70,4180,4320,U,0,marine
Warren,117.93,-35.03,midden,SUA-1812,1010,80,930,1090,Y,0,marine shell (Nucella orbita)
Warren,117.33,-35.02,rockshelter,ARL-158,1580,160,1420,1740,U,0,charcoal
Warren,117.33,-35.02,rockshelter,Beta-21756,1890,60,1830,1950,U,0,charcoal
Warren,117.33,-35.02,rockshelter,Wait-96,2310,180,2130,2490,U,0,charcoal
Warren,115.68,-34.41,open site,SUA-2816,3820,60,3760,3880,N,0,wood (Melaleuca sp.)
Warren,115.68,-34.41,open site,SUA-2777,3740,60,3680,3800,N,0,wood (Casuarina sp.)
Warren,115.68,-34.41,open site,Beta-30158,4020,70,3950,4090,N,0,wood (Melaleuca sp.)
Warren,115.68,-34.41,open site,SUA-2931,3700,60,3640,3760,N,0,wood (unknown species)
Warren,115.68,-34.41,open site,Beta-38420,3810,60,3750,3870,N,0,wood (unknown species)
Warren,117.33,-35.03,midden,SUA-1809,500,80,420,580,Y,0,marine shell (Patella laticostata)
Warren,115.87,-34.64,midden,SUA-1622,330,80,250,410,Y,0,marine shell (Nerita atramentosa)
Warren,116.05,-34.58,quarry,ANU-1131,3080,75,3005,3155,Y,0,charcoal
Warren,116.05,-34.58,quarry,Wk-4657,3180,50,3130,3230,Y,0,charcoal
Warren,114.99,-33.75,open site,SUA-686,10600,800,9800,11400,Y,0,charcoal
Warren,114.99,-33.75,open site,SUA-688,10800,300,10500,11100,Y,0,charcoal
Warren,114.99,-33.75,open site,SUA-687,18500,1700,16800,20200,Y,0,charcoal
Warren,115,-33.98,rockshelter,Wk-1875,340,45,295,385,U,0,marine
Warren,115,-33.98,rockshelter,Wk-1876,790,50,740,840,U,0,marine
Warren,115,-33.98,rockshelter,Wk-1877,830,45,785,875,U,0,marine
Warren,115.06,-34.17,rockshelter,SUA-227,2900,80,2820,2980,U,0,charcoal
Warren,115.06,-34.17,rockshelter,SUA-228,7875,100,7775,7975,U,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3626,1370,40,1330,1410,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-4516,4280,60,4220,4340,U,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3625,8270,80,8190,8350,U,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3389,12400,240,12160,12640,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3030,12590,180,12410,12770,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-4517,12840,90,12750,12930,U,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3390,16080,90,15990,16170,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3391,16850,110,16740,16960,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-2934,17010,260,16750,17270,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-2933,17110,250,16860,17360,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3392,19300,650,18650,19950,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3031,19670,470,19200,20140,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3393,21110,220,20890,21330,Y,0,charcoal
Warren,115.02,-34.02,rockshelter,Wk-3394,22410,850,21560,23260,Y,0,charcoal
Warren,115.01,-34.01,rockshelter,Wk-3954,400,50,350,450,Y,0,charcoal
Warren,115.01,-34.01,rockshelter,Wk-3955,680,90,590,770,Y,0,charcoal
